USER,TS ,X,Y
9989,10:50:36,94,46
9990,11:39:45,94,9
9995,11:53:54,96,89
9991,11:42:25,55,84
9994,10:55:15,68,0
9992,11:48:21,36,75
9990,11:47:57,66,7
9989,11:41:26,62,0
9998,11:45:41,4,17
9990,11:34:44,60,46
9994,11:40:29,79,54
9993,10:35:38,62,33
9992,11:34:34,92,62
9989,10:36:45,29,71
9995,10:58:51,39,52
9996,10:31:14,98,16
9998,10:45:16,14,20
9996,11:34:39,84,31
9995,10:51:15,56,55
9993,10:56:53,6,55
9996,10:59:38,38,3
9999,11:57:27,90,70
9994,11:36:29,99,58
9992,11:41:11,13,60
9989,10:41:19,0,33
9991,11:54:35,38,42
9999,10:37:32,85,92
9998,10:35:29,51,63
9996,11:37:13,76,6
9992,11:34:31,65,36
9994,11:56:12,90,37
9997,10:34:20,93,2
9994,11:48:15,75,80
9993,10:31:43,87,19
9992,10:49:38,87,88
9992,11:39:11,40,78
9993,11:55:27,48,78
9999,11:55:39,77,54
9990,10:55:16,53,23
9991,11:40:50,42,98
9990,11:41:53,44,91
9994,11:47:19,61,73
9989,11:36:49,64,73
9995,11:56:13,28,23
9991,11:58:57,81,72
9998,10:54:22,24,1
9996,10:39:43,30,78
9994,10:54:12,50,15
9992,11:35:28,10,17
9991,10:45:50,65,82
9997,11:37:50,94,21
9990,10:53:57,9,25
9995,11:38:33,22,56
9995,11:45:11,65,83
9999,10:33:33,72,11
9999,11:58:49,3,49
9994,10:59:42,53,87
9999,11:58:31,83,74
9999,11:49:18,51,56
9989,11:48:55,9,27
9994,10:47:11,70,82
9997,11:57:31,0,49
9990,11:58:54,93,70
9997,11:57:15,26,96
9990,10:59:45,36,15
9998,11:41:48,99,79
9994,11:38:58,66,75
9989,10:57:20,67,21
9995,10:55:57,74,12
9995,10:58:44,63,3
9990,10:41:26,78,41
9996,11:59:37,58,4
9994,10:44:46,90,86
9995,11:54:24,28,40
9992,10:31:25,28,37
9992,10:41:55,70,69
9993,10:49:53,63,15
9997,10:55:24,74,86
9991,10:54:43,100,53
9999,10:34:57,70,72
9993,11:41:23,97,89
9997,11:46:39,70,48
9991,10:43:18,89,47
9991,11:36:32,27,7
9997,11:56:41,13,63
9999,11:43:55,76,87
9993,11:40:36,23,5
9992,10:57:51,74,8
9998,10:45:58,51,32
9992,11:44:49,84,88
9992,11:59:39,89,93
9996,11:57:44,98,50
9991,11:46:49,5,100
9993,11:51:53,47,36
9995,10:35:45,53,66
9991,10:33:22,38,11
9994,10:54:45,58,87
9994,11:37:51,16,49
9998,11:50:18,19,60
9995,10:53:24,66,25
9997,11:40:12,62,18
9989,10:56:40,4,28
9995,11:35:56,57,24
9989,11:48:51,67,0
9994,10:40:28,57,59
9997,11:33:29,69,73
9989,10:54:25,89,1
9999,11:51:48,86,38
9990,10:42:50,60,34
9995,10:44:44,82,99
9991,11:49:14,17,91
9991,11:45:29,19,76
9995,11:58:58,45,9
9999,11:36:22,16,87
9997,10:39:44,35,68
9989,11:56:20,32,88
9994,10:34:47,84,94
9997,11:35:59,28,23
9992,11:37:43,17,54
9991,11:41:42,73,11
9993,10:43:38,2,67
9995,10:56:41,6,2
9993,11:39:46,74,15
9996,10:58:38,66,14
9990,10:59:30,5,66
9996,11:50:33,63,10
9994,10:32:53,20,68
9989,11:43:11,95,25
9997,10:55:30,76,0
9999,10:42:48,39,14
9996,11:33:42,54,74
9990,11:50:56,56,74
9996,11:59:53,74,13
9999,11:39:23,2,92
9996,10:31:47,77,96
9989,10:57:54,30,2
9999,11:51:52,52,86
9996,11:32:14,71,9
9993,10:52:50,54,49
9998,11:34:18,30,54
9994,10:31:33,37,81
9989,11:48:49,38,3
9993,11:31:31,90,1
9994,10:34:40,37,6
9992,11:57:52,48,22
9995,10:40:49,13,25
9993,11:59:42,34,33
9998,10:37:30,2,59
9992,10:50:10,53,25
9995,11:46:54,59,29
9998,10:55:13,5,55
9989,11:52:24,85,75
9999,10:34:49,20,77
9993,10:58:57,47,73
9990,10:36:22,58,75
9990,10:47:34,9,8
9992,11:36:16,22,23
9998,10:34:21,42,44
9998,10:36:19,85,60
9997,11:33:18,90,94
9999,11:55:33,79,72
9997,11:46:13,46,63
9993,10:53:23,98,93
9996,11:41:56,57,84
9996,10:50:19,67,85
9993,11:39:39,10,15
9999,10:52:55,5,6
9992,10:44:39,37,38
9989,11:34:14,2,17
9999,10:41:28,59,92
9999,11:43:48,50,45
9994,10:48:13,85,58
9998,11:48:18,13,93
9994,11:58:46,37,95
9996,11:30:46,47,62
9997,11:31:54,81,18
9996,11:48:19,5,92
9991,11:37:14,83,40
9996,10:37:39,6,37
9990,11:40:42,40,66
9992,10:51:30,94,82
9990,11:45:27,8,31
9990,10:48:27,85,25
9994,11:48:32,83,85
9992,11:59:17,16,54
9993,11:31:27,84,21
9999,10:51:42,69,8
9992,11:58:34,59,49
9991,10:49:56,51,5
9999,11:48:19,27,69
9998,10:52:33,69,79
9990,11:52:18,60,96
9989,11:37:53,35,9
9991,11:42:46,5,29
9995,11:54:56,52,89
9994,10:34:22,65,91
9989,10:31:30,0,58
9993,10:42:12,23,1
9998,10:36:53,96,62
9993,11:49:27,80,35
9995,10:56:53,23,96
9991,11:58:49,86,21
9989,10:46:57,100,32
9989,11:39:46,29,62
9997,10:38:46,51,54
9990,10:50:54,13,51
9998,10:54:33,42,54
9996,10:43:12,65,0
9998,11:44:17,50,19
9999,10:35:25,5,45
9994,10:37:15,0,22
9992,10:36:45,16,95
9991,10:44:45,53,8
9995,11:31:53,22,17
9996,10:49:24,7,78
9989,10:57:47,91,24
9989,11:54:23,50,69
9989,11:30:34,70,10
9996,10:41:26,47,7
9993,10:35:44,10,37
9995,11:48:55,15,95
9992,10:44:38,14,34
9991,10:48:14,92,72
9993,10:50:14,19,66
9991,10:56:24,64,77
9990,11:43:47,90,93
9999,11:32:22,19,21
9992,11:32:37,78,6
9991,10:42:55,70,94
9997,11:30:25,66,76
9994,11:44:43,93,56
9989,10:43:18,47,88
9991,10:55:57,2,30
9995,10:30:37,50,28
9992,10:51:16,11,51
9992,10:55:53,46,99
9996,10:30:38,60,36
9998,11:33:42,52,13
9990,10:38:19,57,12
9996,10:54:57,18,82
9995,11:59:16,89,34
9989,10:30:36,37,21
9989,11:50:19,23,54
9989,11:38:17,84,97
9991,10:33:41,51,59
9995,10:35:46,59,27
9997,11:35:11,14,100
9989,10:51:19,77,12
9991,11:55:29,52,87
9997,11:58:23,4,27
9994,11:30:53,17,66
9993,11:49:58,99,75
9996,11:57:35,67,96
9995,10:35:45,26,73
9992,10:38:43,24,35
9989,10:51:15,16,99
9991,11:54:20,98,21
9992,10:51:43,51,73
9993,10:56:40,31,41
9999,10:40:10,58,79
9993,11:43:10,5,86
9995,11:53:31,7,48
9996,10:30:54,93,40
9994,11:39:54,57,22
9999,10:56:28,46,99
9999,11:57:33,42,83
9997,11:51:43,52,34
9997,11:52:59,98,92
9993,10:51:19,43,31
9989,11:40:40,55,84
9991,11:33:39,72,75
9999,10:52:36,88,58
9999,11:41:23,62,38
9997,10:35:19,40,19
9992,10:38:33,69,71
9996,10:55:55,2,55
9999,10:38:44,76,0
9990,10:54:37,73,6
9993,10:51:34,6,72
9993,11:41:53,46,44
9995,11:49:21,77,2
9994,11:34:41,18,91
9992,11:58:51,73,26
9998,11:31:13,27,79
9999,11:47:39,47,55
9993,10:58:41,73,69
9989,10:57:53,53,22
9996,11:33:17,87,26
9992,11:48:44,47,44
9996,11:42:17,88,10
9994,10:31:23,9,60
9989,11:46:13,46,69
9992,10:33:28,69,24
9990,10:55:50,32,39
9990,11:57:27,48,70
9996,11:56:22,52,64
9999,11:43:28,92,35
9999,11:59:28,27,10
9992,10:35:35,81,1
9990,10:40:11,29,30
9989,11:44:49,43,53
9997,10:54:16,57,69
9993,11:30:29,11,21
9991,10:49:28,42,46
9993,10:58:46,99,64
9995,10:47:50,2,80
9996,10:55:24,83,59
9994,11:42:39,31,50
9991,10:46:48,64,74
9998,11:59:37,1,62
9993,11:57:27,85,10
9998,10:48:15,18,32
9991,11:42:33,46,43
9993,11:47:33,75,11
9993,11:36:44,98,56
9990,10:49:28,43,36
9993,11:41:57,15,59
9996,10:34:56,98,12
9995,11:40:28,27,16
9994,11:57:36,34,16
9989,11:37:47,65,64
9995,11:45:13,58,47
9998,11:35:46,62,16
9989,11:48:49,100,52
9997,10:35:28,89,5
9990,10:46:13,40,33
9994,10:31:58,85,20
9997,10:49:24,43,23
9995,11:54:14,80,27
9992,11:36:37,42,15
9995,10:32:21,15,52
9994,11:53:56,75,51
9995,10:35:46,53,25
9996,10:39:22,17,15
9995,11:36:22,61,13
9994,10:41:14,67,1
9996,11:34:17,36,90
9993,11:59:51,14,81
9996,10:42:53,91,29
9991,11:59:45,43,5
9999,10:36:33,12,44
9995,11:54:10,44,62
9989,11:36:34,13,53
9990,11:38:31,41,29
9998,11:51:20,64,93
9994,11:32:10,72,27
9998,11:48:32,38,39
9991,11:42:18,61,45
9999,11:34:27,19,62
9994,10:31:51,5,27
9993,11:36:52,5,44
9994,11:34:43,1,93
9990,10:51:20,60,79
9999,10:46:34,12,73
9990,11:55:22,91,70
9997,10:53:12,56,42
9991,11:47:51,92,98
9994,11:59:25,28,51
9992,11:46:44,25,58
9997,10:52:11,85,1
9996,10:40:34,36,86
9991,11:48:50,65,65
9990,10:34:49,67,42
9999,10:57:25,18,71
9994,10:55:33,24,2
9989,11:46:57,60,62
9994,10:31:18,57,96
9995,11:40:18,14,14
9992,10:48:46,90,78
9989,11:48:25,69,46
9994,11:48:41,11,46
9996,10:45:19,38,62
9999,10:35:29,73,67
9995,10:58:30,47,59
9997,11:34:21,53,80
9990,11:38:48,15,3
9997,10:34:47,8,7
9992,10:30:29,92,96
9998,10:33:59,77,33
9991,10:51:40,23,60
9996,10:35:56,36,25
9993,11:33:32,97,54
9998,11:56:45,14,2
9994,10:59:16,98,57
9989,11:44:30,46,38
9992,11:59:30,75,58
9996,10:35:25,22,20
9989,11:47:42,59,50
9997,10:40:58,80,83
9993,11:41:58,85,98
9993,10:34:33,59,96
9993,11:52:41,10,82
9991,11:55:22,35,63
9995,10:44:52,83,14
9994,10:31:34,97,92
9999,10:52:35,44,88
9991,11:32:33,46,79
9989,11:42:43,10,45
9989,11:30:54,72,75
9993,11:41:59,60,56
9998,10:41:29,59,75
9990,11:54:45,48,64
9997,11:49:36,85,12
9996,11:52:24,85,52
9997,11:53:43,35,75
9992,10:41:31,11,42
9998,10:46:13,12,86
9992,11:34:34,97,47
9992,10:48:24,40,96
9995,10:47:43,72,39
9992,10:41:40,49,97
9991,11:46:25,85,29
9998,11:42:48,59,48
9997,11:58:43,66,53
9996,10:35:28,3,24
9992,11:54:18,80,31
9997,10:43:32,39,87
9989,10:31:33,87,70
9990,10:46:54,97,96
9990,10:43:21,58,0
9995,10:57:34,73,5
9990,11:49:39,98,91
9997,11:32:22,44,63
9990,11:44:47,33,13
9994,11:35:31,59,15
9997,10:46:51,84,96
9989,11:36:38,100,17
9991,11:52:11,20,23
9992,11:30:44,82,90
9991,11:54:15,49,44
9997,10:36:47,97,86
9993,10:46:50,96,37
9996,10:34:54,69,97
9995,11:32:54,65,94
9989,10:45:54,72,23
9995,10:44:15,33,42
9993,10:52:47,13,56
9999,10:59:19,29,85
9993,10:32:55,61,16
9992,10:54:38,76,38
9991,10:48:48,57,86
9989,10:31:59,56,88
9996,11:55:22,59,51
9989,11:31:49,15,73
9997,11:59:28,18,54
9996,10:50:44,85,87
9989,11:43:13,32,70
9990,11:31:32,37,95
9998,10:41:20,97,62
9999,11:34:45,13,14
9990,11:37:42,45,41
9994,10:33:53,15,27
9992,10:55:33,3,9
9993,10:50:29,32,18
9999,11:52:17,59,0
9990,11:40:11,23,20
9993,10:36:45,87,48
9990,10:33:54,2,73
9993,10:31:30,38,79
9998,11:56:21,98,19
9991,10:50:38,10,83
9994,11:33:30,12,4
9995,10:58:34,85,6
9992,10:51:45,63,74
9993,11:58:30,7,44
9995,11:44:45,0,32
9998,11:46:17,31,41
9992,10:49:30,79,9
9993,10:45:41,51,13
9994,10:43:13,24,81
9993,10:54:32,35,6
9991,10:49:24,50,1
9990,11:49:26,40,11
9989,11:56:35,79,89
9990,11:51:17,6,31
9998,10:49:37,44,19
9999,11:55:42,83,17
9998,10:59:53,64,86
9999,11:39:54,89,62
9994,10:52:22,18,63
9994,11:39:23,63,50
9995,10:42:16,86,40
9991,10:54:28,39,51
9996,10:56:11,86,54
9989,10:31:23,15,37
9997,10:43:25,11,35
9996,11:51:26,28,53
9989,11:56:48,35,54
9996,10:50:50,64,15
9990,11:31:19,58,88
9997,10:57:39,39,86
9990,11:48:49,60,23
9990,10:38:47,2,79
9990,11:51:21,65,82
9989,10:30:55,15,76
9993,10:35:54,5,4
9993,10:56:29,61,30
9990,11:39:53,91,49
9999,11:41:46,62,57
9992,11:40:57,32,37
9999,11:58:29,11,1
9999,10:47:34,11,97
9992,11:30:53,24,56
9989,10:32:59,55,39
9992,11:47:24,16,5
9995,11:42:49,8,88
9994,11:36:59,40,27
9990,10:31:44,47,82
9993,10:54:15,87,0
9998,11:30:14,75,3
9993,10:57:20,73,13
9993,10:56:53,77,15
9995,10:43:11,18,91
9993,10:31:38,92,93
9990,10:31:20,66,60
9999,10:43:59,99,88
9989,11:40:20,81,21
9994,10:51:57,95,11
9991,11:30:40,73,25
9989,11:51:35,0,64
9995,11:33:48,55,91
9997,11:41:57,55,48
9990,10:38:34,6,60
9991,11:40:21,23,83
9997,11:43:43,30,28
9990,10:31:34,30,68
9992,11:32:22,21,75
9995,10:38:37,3,48
9989,11:54:43,3,91
9991,11:46:25,16,75
9992,11:37:49,22,81
9998,11:33:24,36,52
9989,10:38:53,26,61
9998,11:54:47,76,59
9991,11:51:11,43,70
9996,11:46:43,12,41
9990,11:54:52,67,36
9996,11:35:58,85,28
9997,11:35:30,7,61
9993,10:52:53,96,12
9989,10:56:58,54,58
9992,10:31:33,32,15
9996,11:59:13,35,80
9995,10:35:57,53,86
9993,10:59:16,6,7
9992,10:33:38,30,40
9997,11:55:17,32,73
9992,10:44:13,69,49
9994,11:54:16,50,12
9992,10:56:30,53,62
9998,10:31:42,7,91
9992,10:53:32,18,21
9996,10:46:27,61,33
9995,11:30:30,3,36
9992,11:35:32,14,56
9991,10:34:43,52,38
9999,11:38:17,65,43
9989,11:47:55,6,57
9995,10:40:40,72,57
9989,11:47:44,37,38
9999,11:58:30,98,35
9992,10:41:58,34,52
9995,10:57:19,35,33
9992,11:34:21,98,60
9992,10:42:47,46,0
9994,10:30:11,60,22
9993,11:31:36,37,64
9997,10:40:34,57,43
9989,10:42:54,62,7
9997,10:39:42,78,92
9990,11:36:20,64,98
9995,10:36:30,88,54
9991,10:52:23,61,93
9995,11:48:16,81,27
9989,11:49:10,4,15
9990,10:37:52,1,97
9997,11:41:25,67,89
9994,10:51:22,43,26
9999,10:38:13,8,89
9997,10:39:13,77,100
9995,11:31:24,76,26
9990,11:32:31,1,67
9989,11:47:45,61,68
9994,10:37:26,86,45
9999,11:46:16,49,33
9999,11:50:54,5,45
9992,11:32:26,35,59
9997,11:36:37,40,39
9991,10:46:31,17,18
9989,11:35:45,30,93
9998,10:42:34,47,66
9989,11:37:42,39,22
9990,10:52:10,85,27
9999,10:30:25,94,60
9999,11:49:20,12,76
9990,11:50:49,58,90
9989,11:52:28,76,1
9997,10:48:13,54,93
9993,11:32:54,22,27
9996,11:46:28,86,53
9994,10:48:51,41,18
9995,11:58:53,60,24
9996,10:43:55,35,74
9990,10:34:18,45,28
9990,10:30:51,98,51
9990,11:41:42,68,48
9992,11:32:56,3,46
9990,11:44:51,93,50
9996,11:48:34,65,75
9996,11:31:22,11,99
9993,10:54:54,9,56
9999,11:57:40,75,1
9990,10:55:40,85,49
9995,10:59:44,49,69
9993,10:48:34,94,79
9994,11:45:25,58,76
9997,11:43:22,12,9
9994,11:59:48,3,37
9991,10:58:14,11,59
9993,10:51:28,35,74
9997,11:56:33,64,63
9990,10:41:56,75,5
9990,11:53:54,78,71
9989,11:56:29,75,3
9998,10:34:27,79,29
9998,11:40:14,51,73
9994,10:42:11,7,3
9997,10:49:39,89,9
9991,10:34:17,52,6
9999,11:59:12,54,40
9997,11:56:24,41,63
9995,10:40:43,54,51
9992,10:34:37,71,21
9989,11:44:50,48,46
9996,11:50:17,38,32
9989,10:48:12,5,49
9997,10:50:16,60,20
9999,10:34:56,65,7
9995,10:35:30,94,12
9992,10:55:48,79,29
9994,10:57:33,53,64
9999,10:30:52,58,92
9990,11:48:31,89,62
9991,10:47:37,30,39
9989,10:32:15,70,40
9996,10:35:13,26,69
9989,10:30:48,28,51
9989,11:44:55,25,56
9995,10:46:28,61,54
9994,11:57:33,19,38
9989,11:47:34,99,74
9995,10:57:45,95,56
9997,10:47:57,15,72
9999,10:51:41,50,37
9995,10:31:26,35,33
9999,11:32:36,29,14
9990,10:37:49,53,38
9993,10:57:21,44,8
9998,10:30:52,29,55
9996,10:32:55,11,3
9997,10:36:25,44,36
9995,10:43:54,48,43
9990,11:45:53,40,62
9992,10:43:51,30,4
9993,10:46:10,68,13
9993,11:44:13,87,78
9989,10:58:47,34,90
9998,11:51:58,77,2
9993,11:49:19,20,48
9994,11:49:17,51,90
9992,10:44:48,87,52
9998,10:57:20,58,55
9993,11:36:13,78,61
9991,10:38:29,38,86
9998,11:47:14,73,97
9996,10:56:59,86,74
9998,11:42:36,96,92
9995,11:41:54,83,31
9999,10:58:53,84,8
9997,10:47:34,83,41
9994,10:32:42,27,57
9994,10:56:48,97,13
9993,11:35:44,73,33
9989,10:52:23,54,53
9993,11:30:23,70,53
9990,10:35:29,59,4
9996,11:43:19,75,23
9999,11:30:35,35,45
9996,10:37:36,44,57
9998,11:39:41,41,27
9989,10:36:10,37,53
9998,10:45:47,74,9
9997,11:53:16,58,16
9997,11:51:28,5,19
9993,11:50:30,36,44
9991,11:50:54,61,80
9991,11:39:10,93,91
9993,11:45:55,93,11
9997,11:49:14,87,42
9992,11:53:28,46,94
9993,11:43:40,26,4
9997,11:38:46,80,77
9997,10:59:31,78,13
9989,10:37:13,47,53
9996,10:34:49,4,49
9998,10:47:10,42,79
9994,10:48:45,51,91
9990,10:40:51,17,98
9990,11:48:23,19,12
9994,11:42:55,97,45
9989,11:43:35,12,71
9998,10:42:27,68,47
9994,10:48:35,14,35
9998,11:55:42,94,87
9994,10:33:20,88,28
9989,10:41:57,73,87
9993,11:46:41,60,25
9999,10:40:37,83,74
9997,10:51:46,56,3
9989,11:55:43,41,5
9991,11:50:42,84,37
9996,10:40:30,98,63
9994,11:58:10,11,80
9993,10:57:38,2,83
9991,11:58:39,21,63
9989,11:33:51,32,5
9999,10:47:36,67,68
9990,11:33:26,38,92
9991,11:31:42,52,84
9997,11:32:55,12,47
9993,11:32:48,3,69
9994,10:54:58,22,94
9992,11:37:39,35,75
9991,10:34:10,17,31
9998,11:51:58,46,0
9999,11:35:53,17,25
9996,11:52:49,7,11
9993,10:48:28,62,96
9996,10:46:36,64,39
9989,11:57:23,39,83
9999,11:50:33,72,87
9990,10:31:27,82,21
9994,11:37:39,23,14
9995,11:56:49,38,60
9993,10:40:40,40,87
9994,11:43:24,41,16
9999,10:54:45,22,22
9995,11:50:19,84,36
9998,11:31:51,24,62
9997,10:50:58,59,84
9994,10:48:11,92,16
9999,10:47:37,96,25
9999,11:32:58,41,66
9990,10:54:25,46,38
9996,11:47:42,24,40
9992,10:45:37,55,57
9992,10:50:39,2,38
9993,10:44:17,68,55
9997,10:32:43,42,19
9995,11:37:23,21,82
9995,10:53:36,88,95
9997,11:51:47,8,16
9997,11:31:20,23,16
9997,10:50:10,27,23
9991,10:46:19,81,34
9999,10:42:43,77,36
9989,11:45:29,33,93
9989,10:45:30,83,45
9999,11:50:38,90,5
9993,10:48:36,82,84
9991,10:33:34,5,10
9992,11:37:53,7,64
9993,11:46:41,44,58
9998,11:43:53,97,83
9994,10:37:13,97,18
9998,11:54:24,52,16
9993,11:32:30,89,19
9995,10:34:56,28,8
9995,11:50:46,33,90
9993,10:48:49,39,7
9994,10:53:43,53,55
9994,10:57:11,58,40
9990,11:46:25,79,65
9999,10:32:49,63,82
9989,11:51:37,12,94
9991,11:34:23,39,36
9991,11:56:55,6,63
9991,10:44:26,24,45
9999,10:31:43,0,26
9995,11:39:17,84,5
9996,11:46:57,72,3
9990,10:33:13,15,15
9997,10:39:15,97,19
9991,11:57:54,80,41
9995,10:41:36,6,15
9991,10:41:52,80,26
9996,11:51:28,22,62
9992,11:34:22,85,81
9992,10:37:43,97,45
9989,11:39:23,25,43
9997,10:56:47,61,78
9998,10:35:19,100,79
9993,11:46:20,2,81
9990,10:54:56,79,67
9995,10:36:22,32,78
9994,11:31:52,43,52
9994,10:56:41,54,26
9999,10:49:42,86,43
9990,11:41:56,4,28
9996,11:43:59,82,10
9991,10:33:16,47,12
9989,11:58:28,40,68
9991,10:34:33,4,4
9994,10:46:53,77,64
9994,10:48:30,19,34
9996,11:55:59,31,55
9992,10:32:45,61,82
9996,11:31:31,94,41
9990,10:50:30,80,5
9997,10:39:33,78,83
9998,11:36:32,79,16
9992,10:31:47,15,17
9995,11:38:39,28,84
9998,11:35:22,76,33
9990,10:51:45,95,95
9999,11:49:55,66,84
9998,11:33:13,93,63
9994,11:44:21,79,46
9999,11:37:40,8,46
9999,10:55:20,54,75
9990,10:54:35,76,77
9990,10:41:20,45,93
9990,10:36:49,85,20
9992,10:53:23,66,0
9998,11:36:43,82,38
9999,11:30:35,36,6
9992,10:41:25,4,69
9996,10:36:37,100,7
9994,11:43:46,4,21
9995,11:52:59,54,56
9999,10:36:30,44,25
9989,10:39:23,96,64
9990,11:49:16,50,89
9990,10:30:18,88,40
9992,10:56:18,40,42
9989,10:33:42,58,98
9993,11:42:41,59,64
9989,10:33:56,15,19
9989,10:35:33,34,78
9990,11:57:13,5,40
9995,11:50:36,44,67
9990,10:46:36,31,61
9989,11:35:31,1,94
9993,10:56:17,32,38
9993,10:49:19,46,1
9993,10:54:43,78,78
9991,10:59:14,14,72
9989,10:52:30,92,58
9992,11:32:21,2,98
9991,10:51:23,76,88
9998,10:57:48,91,86
9996,11:48:40,6,40
9997,11:47:36,59,37
9998,11:42:29,91,89
9993,11:41:12,83,34
9990,10:56:21,40,9
9993,10:36:40,56,55
9998,11:57:21,97,51
9997,10:31:21,5,88
9995,10:46:37,93,61
9992,11:39:20,41,58
9991,10:53:37,42,37
9997,10:44:35,38,80
9995,10:33:12,94,86
9997,10:33:42,38,56
9992,10:54:27,85,86
9992,10:45:13,80,11
9997,10:45:42,56,0
9991,10:51:22,81,94
9997,11:39:24,54,56
9996,10:31:17,30,99
9998,11:50:21,36,77
9989,11:30:54,68,48
9998,11:31:39,1,40
9993,11:55:32,58,30
9999,10:36:59,43,42
9997,10:58:12,1,18
9998,11:57:28,97,87
9993,10:51:23,89,44
9990,11:56:56,83,52
9998,10:38:19,48,82
9993,10:55:38,49,43
9995,11:41:32,2,15
9993,10:34:48,84,1
9994,10:32:27,58,7
9994,11:30:30,99,82
9989,10:37:47,24,8
9993,11:38:16,98,86
9995,10:51:37,8,86
9998,11:55:49,78,69
9996,11:34:23,61,1
9992,10:49:35,4,39
9995,11:46:45,49,9
9998,11:49:46,29,31
9998,11:59:32,79,21
9998,10:55:23,67,85
9998,10:50:41,53,39
9993,11:50:49,99,34
9999,11:41:14,44,53
9997,11:33:14,98,96
9997,11:59:26,4,86
9996,10:39:53,62,33
9992,10:47:50,82,47
9996,10:58:41,73,58
9990,10:42:28,39,16
9997,11:50:15,49,88
9989,10:58:13,38,48
9995,10:58:44,63,43
9994,11:44:44,7,30
9989,10:57:15,76,26
9989,10:42:12,60,30
9999,10:43:11,48,6
9999,11:46:14,47,96
9998,11:45:27,10,69
9993,11:53:47,93,61
9995,11:57:40,66,88
9994,11:53:29,60,29
9997,10:46:18,77,39
9999,11:45:22,23,23
9994,10:54:38,39,90
9990,11:46:19,39,28
9993,11:39:24,61,93
9996,11:36:48,86,1
9994,11:44:16,16,15
9999,11:34:34,27,75
9991,11:55:41,98,52
9989,10:57:18,46,26
9990,11:37:32,92,97
9997,11:33:12,42,44
9993,11:31:44,10,74
9998,10:43:28,64,62
9998,11:54:43,18,57
9996,10:58:39,45,33
9997,10:30:53,24,45
9994,11:57:25,31,37
9994,10:49:48,44,14
9997,11:36:40,96,90
9999,11:37:38,0,100
9997,10:38:10,69,54
9997,10:33:36,57,100
9995,11:31:49,86,40
9993,10:37:36,25,73
9989,11:59:52,80,28
9999,10:43:59,60,70
9990,10:36:29,13,34
9992,10:38:57,54,87
9996,11:41:12,67,28
9989,11:48:34,14,5
9999,11:36:45,11,97
9993,11:42:13,35,74
9995,11:47:24,89,78
9993,11:35:23,81,6
9994,11:56:40,33,10
9995,10:49:59,39,12
9995,10:47:26,68,93
9989,10:53:26,40,5
9997,10:32:40,31,60
9994,10:49:44,53,41
9997,11:51:52,31,11
9993,11:47:45,74,72
9997,10:52:35,90,39
9999,11:59:36,77,8
9999,11:55:38,14,62
9991,11:50:26,7,36
9989,11:42:42,55,100
9997,11:47:20,49,93
9996,10:36:32,85,4
9994,11:41:19,7,82
9998,11:44:53,35,70
9997,11:37:35,36,48
9995,11:54:47,18,78
9998,10:39:30,43,17
9990,10:41:47,82,56
9990,10:54:16,23,77
9991,11:45:39,71,35
9991,11:41:40,46,19
9996,11:54:37,72,6
9992,11:30:54,27,91
9992,11:37:58,95,58
9998,11:38:57,92,59
9990,11:35:53,58,43
9994,11:56:51,3,80
9994,10:48:34,58,70
9991,11:40:55,28,92
9992,10:35:35,50,97
9991,10:54:21,4,13
9991,10:32:30,41,3
9996,11:43:34,58,82
9989,10:37:38,57,39
9995,10:53:10,69,31
9990,10:47:28,58,45
9990,11:40:45,2,20
9994,11:58:22,44,9
9995,10:53:10,95,65
9989,11:36:16,33,66
9996,10:57:14,48,14
9997,10:46:43,21,14
9993,11:41:53,11,16
9991,11:35:29,3,50
9995,11:48:20,12,48
9993,10:56:17,21,74
9992,10:50:24,16,93
9992,11:58:53,39,55
9990,11:43:33,30,47
9991,11:32:20,64,58
9998,11:30:28,50,5
9998,10:55:19,3,78
9993,10:44:38,29,77
9991,10:50:27,47,10
9990,11:38:40,48,35
9997,10:45:28,67,79
9999,11:57:15,14,95
9997,10:50:39,38,13
9996,11:35:17,82,18
9991,11:53:31,60,44
9999,11:57:21,79,18
9997,11:40:19,23,41
9992,10:48:14,97,46
9993,10:35:57,68,8
9999,11:38:33,46,8
9995,11:33:51,72,14
9990,11:33:52,39,47
9995,10:46:18,70,89
9993,11:45:39,7,10
9996,10:58:55,16,16
9995,10:41:13,97,29
9992,10:49:37,4,62
9996,11:40:23,81,50
9989,11:32:59,94,43
9998,11:46:25,26,14
9995,11:42:14,92,29
9996,11:35:41,61,39
9993,11:49:51,92,17
9995,10:30:47,86,71
9995,11:39:22,17,53
9993,11:50:47,80,13
9998,10:36:38,56,96
9999,11:31:41,85,11
9993,10:39:51,45,88
9997,10:33:32,11,27
9995,10:45:53,10,72
9999,10:59:21,17,30
9989,10:56:39,58,13
9989,11:34:37,21,78
9999,11:30:29,45,21
9996,11:36:59,85,63
9991,11:34:19,18,57
9991,10:58:29,2,37
9999,11:38:53,93,23
9998,10:44:10,63,23
9995,10:40:43,24,100
9992,11:46:51,11,75
9991,11:39:55,33,68
9998,11:32:24,17,98
9993,11:59:38,62,25
9996,10:36:58,80,8
9998,11:54:24,4,95
9998,11:39:56,92,19
9990,11:51:12,44,58
9997,11:40:49,80,37
9993,10:38:19,50,19
9993,11:42:34,54,71
9994,10:37:30,8,97
9998,11:48:31,8,88
9994,10:47:42,34,81
9993,10:47:57,43,81
